Rank,Team,Mu,Sigma,Conservative Score,OPR,DPR,CCVM,Win Percentage
402,5062X,33.61,1.52,29.04,18.68,-0.59,19.27,69.78
403,13907F,35.88,2.28,29.03,12.29,-0.18,12.47,70.93
404,315N,34.02,1.67,29.02,16.47,1.37,15.11,65.58
405,727G,34.72,1.9,29.02,18.91,-0.41,19.32,69.57
406,7899X,33.3,1.43,29.02,15.59,-0.02,15.61,61.11
407,9784C,33.51,1.5,29.01,14.79,0.69,14.1,69.42
408,2732Z,36.22,2.4,29.01,12.71,0.5,12.22,81.25
409,67002V,34.94,1.98,29.01,14.5,-1.48,15.98,72.03
410,3283R,34.24,1.75,29.0,17.74,0.68,17.06,69.29
411,2496V,34.52,1.84,28.99,17.37,-0.71,18.08,72.41
412,91416N,32.87,1.29,28.99,16.01,0.34,15.66,67.75
413,1166Z,34.13,1.72,28.98,15.55,2.85,12.71,69.05
414,96504D,33.54,1.52,28.98,15.29,0.56,14.73,70.71
415,15486N,34.06,1.7,28.98,16.8,0.16,16.64,62.16
416,1831D,33.9,1.64,28.97,15.67,1.84,13.83,70.62
417,71113X,33.67,1.57,28.97,18.98,1.3,17.68,63.48
418,62880C,33.32,1.45,28.96,16.15,1.69,14.46,68.64
419,95070F,33.4,1.49,28.94,11.89,3.15,8.74,71.5
420,87490Z,34.19,1.76,28.92,12.08,-1.69,13.77,78.48
421,1258V,34.13,1.74,28.92,17.39,-0.45,17.84,60.0
422,74559A,34.22,1.77,28.9,14.2,-2.05,16.24,61.76
423,242X,33.37,1.5,28.87,16.59,0.93,15.66,73.39
424,29760D,33.6,1.58,28.87,15.0,-1.05,16.05,71.69
425,3141R,33.42,1.52,28.87,16.75,-0.14,16.9,76.96
426,24842B,34.12,1.75,28.86,15.07,-1.49,16.55,74.69
427,1356B,35.45,2.2,28.85,11.56,0.02,11.54,77.36
428,221X,34.62,1.93,28.84,14.87,0.81,14.06,65.57
429,1229W,33.23,1.47,28.83,18.13,0.33,17.8,70.35
430,7316V,32.87,1.35,28.82,12.69,-0.97,13.66,66.94
431,95070D,33.68,1.62,28.82,14.17,0.72,13.45,73.78
432,28006B,34.3,1.83,28.8,15.65,0.37,15.28,71.64
433,32767A,36.04,2.42,28.77,15.41,-0.73,16.14,72.58
434,2240Y,33.94,1.73,28.76,17.07,2.46,14.61,79.55
435,6978Y,33.75,1.67,28.76,15.82,-0.52,16.34,67.86
436,36070N,36.01,2.42,28.74,15.48,0.86,14.62,70.97
437,41120A,34.35,1.87,28.74,8.38,-3.82,12.2,75.34
438,8682A,33.88,1.71,28.73,13.0,-1.24,14.23,70.59
439,6403A,32.72,1.33,28.73,12.27,-0.35,12.62,61.87
440,1200B,33.83,1.7,28.73,13.8,-0.07,13.87,69.84
441,4610J,33.55,1.61,28.72,15.1,2.12,12.99,68.75
442,95694B,33.47,1.59,28.71,14.38,-0.96,15.34,76.51
443,7157A,33.58,1.63,28.7,9.65,-1.03,10.68,72.63
444,11211X,33.28,1.53,28.7,17.68,-0.77,18.46,67.93
445,81X,32.92,1.41,28.7,15.97,1.0,14.97,69.09
446,55286A,34.25,1.86,28.68,15.33,0.8,14.52,74.03
447,3150B,33.1,1.48,28.67,15.56,1.05,14.52,67.68
448,14895A,35.16,2.16,28.67,10.16,-1.24,11.4,75.45
449,18422A,35.23,2.19,28.67,11.47,1.23,10.24,75.93
450,16868Z,34.01,1.78,28.67,14.77,0.74,14.03,66.42
451,886S,32.76,1.37,28.66,16.33,2.46,13.87,60.94
452,1233A,33.04,1.46,28.65,15.31,-0.75,16.06,68.14
453,45133J,34.01,1.79,28.64,14.62,1.84,12.78,73.13
454,4610W,33.45,1.6,28.63,12.68,0.72,11.96,60.0
455,1755K,33.83,1.73,28.63,11.86,1.66,10.2,72.39
456,5509E,32.96,1.45,28.62,15.49,-0.35,15.83,74.81
457,2796V,33.1,1.49,28.62,18.57,0.65,17.92,62.11
458,62A,33.77,1.72,28.62,16.44,1.02,15.42,67.33
459,2011F,33.49,1.63,28.61,15.17,1.35,13.82,60.59
460,29457A,33.29,1.57,28.58,9.36,0.95,8.41,71.02
461,99484A,34.92,2.11,28.58,12.28,-1.4,13.68,77.08
462,44244D,34.21,1.88,28.57,12.47,2.04,10.43,67.21
463,34001A,37.13,2.86,28.57,18.78,-0.5,19.27,81.94
464,12478X,32.91,1.45,28.56,15.93,1.29,14.63,68.18
465,7983S,34.05,1.83,28.56,12.6,-0.51,13.11,73.49
466,119B,32.53,1.33,28.56,14.59,0.28,14.31,70.74
467,31247E,34.32,1.93,28.54,9.85,0.45,9.4,72.22
468,33344C,33.74,1.73,28.54,14.64,-1.49,16.13,71.25
469,73641A,32.65,1.37,28.54,14.49,0.1,14.39,62.61
470,74947D,33.74,1.73,28.53,15.95,-2.91,18.85,66.67
471,98225J,33.58,1.68,28.53,16.87,-0.09,16.96,70.25
472,7192F,33.12,1.53,28.53,17.07,-1.16,18.23,72.92
473,39702F,34.38,1.96,28.48,15.19,-0.78,15.98,73.08
474,4869C,33.83,1.78,28.47,17.39,0.49,16.9,77.98
475,82718E,34.48,2.0,28.47,14.4,-1.1,15.5,71.7
476,16689R,34.17,1.9,28.46,10.22,-0.3,10.51,79.05
477,334X,34.34,1.97,28.44,17.6,2.04,15.56,76.98
478,53073N,36.15,2.57,28.44,10.55,-0.36,10.91,78.75
479,1806Y,32.36,1.31,28.43,15.49,-0.66,16.15,65.81
480,2790B,33.93,1.83,28.43,16.2,0.79,15.41,73.53
481,2624C,33.02,1.53,28.43,15.59,-0.39,15.98,65.88
482,3118B,33.9,1.82,28.42,13.37,1.69,11.68,67.5
483,28888W,34.23,1.94,28.41,17.27,1.86,15.41,66.07
484,1259A,35.95,2.51,28.41,21.92,-0.21,22.13,70.83
485,19697A,32.66,1.42,28.41,11.97,-0.24,12.2,65.42
486,761Z,33.78,1.8,28.39,15.0,3.91,11.09,67.91
487,11124P,32.44,1.36,28.37,16.1,-1.04,17.14,61.98
488,4863F,32.82,1.48,28.37,14.19,-0.48,14.67,70.79
489,7422C,35.35,2.33,28.37,13.02,0.18,12.84,76.32
490,98548K,32.66,1.44,28.35,14.18,0.54,13.64,68.56
491,36830A,33.4,1.68,28.35,15.09,-0.05,15.14,66.67
492,9909M,32.45,1.37,28.35,15.0,-0.39,15.39,68.08
493,95111V,32.73,1.46,28.34,16.87,1.07,15.8,66.3
494,54677A,33.28,1.65,28.33,15.03,-1.16,16.2,67.26
495,1229M,32.99,1.56,28.33,13.48,0.4,13.08,78.77
496,49959Z,33.12,1.6,28.32,9.91,-1.51,11.42,76.8
497,6390F,33.47,1.72,28.31,12.52,-1.01,13.53,80.48
498,8829C,34.0,1.9,28.29,16.76,3.0,13.76,70.71
499,11124X,32.7,1.47,28.28,14.85,-1.76,16.61,71.24
500,5225A,35.24,2.32,28.28,19.5,-2.08,21.58,71.43
501,50810X,32.77,1.5,28.28,16.61,-0.42,17.03,69.35
502,248B,32.9,1.54,28.27,14.43,1.46,12.97,66.84
503,99067A,33.45,1.73,28.26,12.35,-1.89,14.24,70.0
504,35993B,34.8,2.18,28.26,16.82,-0.89,17.71,79.03
505,54001A,33.99,1.91,28.26,19.94,0.62,19.32,68.31
506,3388S,33.57,1.78,28.24,14.32,0.06,14.26,65.71
507,49956A,42.72,4.83,28.23,13.32,1.35,11.97,100.0
508,8889S,33.41,1.74,28.21,14.65,-0.77,15.42,67.74
509,3219C,33.77,1.85,28.2,16.56,2.76,13.8,70.31
510,11207S,34.02,1.94,28.2,19.87,-2.25,22.13,74.56
511,1357X,32.51,1.44,28.2,17.47,0.55,16.92,63.64
512,9231A,35.18,2.33,28.18,20.63,1.24,19.39,72.62
513,54007A,34.3,2.04,28.17,13.53,-1.79,15.32,75.0
514,74074R,33.64,1.82,28.17,12.72,-1.58,14.3,70.48
515,16346X,34.08,1.97,28.17,10.37,-1.13,11.5,77.34
516,8800T,33.27,1.7,28.16,17.93,-0.45,18.38,70.71
517,83686D,34.59,2.14,28.16,12.78,-0.51,13.29,77.88
518,2252Y,33.83,1.89,28.15,15.09,0.48,14.62,79.29
519,7187K,35.58,2.48,28.14,11.57,-2.73,14.3,80.0
520,95070E,33.29,1.72,28.14,13.46,2.16,11.31,68.24
521,2140D,33.6,1.82,28.13,12.6,-1.56,14.16,68.92
522,12914X,31.95,1.27,28.13,11.29,0.44,10.85,70.25
523,67101G,32.18,1.35,28.13,13.91,1.91,12.0,56.25
524,96789Z,33.15,1.67,28.12,18.37,2.32,16.05,80.91
525,18526Z,33.83,1.91,28.12,17.52,1.26,16.26,67.24
526,33705X,33.68,1.86,28.11,12.38,-1.38,13.75,72.6
527,74177V,33.1,1.66,28.11,13.85,0.02,13.83,73.81
528,32792B,33.1,1.67,28.11,16.48,0.21,16.27,72.99
529,7862K,33.03,1.64,28.1,12.26,0.83,11.43,71.43
530,7481A,32.85,1.59,28.1,13.22,-0.18,13.4,76.24
531,20132B,32.84,1.58,28.09,13.35,-1.46,14.81,69.23
532,60441T,34.62,2.18,28.09,14.41,0.5,13.91,78.41
533,99040E,33.32,1.74,28.09,15.17,0.14,15.03,73.42
534,13722A,34.63,2.18,28.08,11.81,0.77,11.04,77.19
535,886W,32.9,1.61,28.08,17.13,3.9,13.23,64.76
536,54008B,32.9,1.61,28.07,19.44,-0.14,19.58,67.55
537,8000X,32.17,1.37,28.07,14.64,0.67,13.98,58.1
538,11775A,33.61,1.85,28.07,11.14,0.86,10.28,69.44
539,1739C,33.84,1.93,28.07,15.78,-2.4,18.18,77.27
540,6210A,32.28,1.41,28.07,14.04,-0.81,14.85,67.8
541,6865D,32.71,1.55,28.06,11.26,0.4,10.86,63.95
542,99751X,33.44,1.8,28.04,13.62,-1.23,14.85,68.57
543,10102X,32.72,1.56,28.03,14.24,2.71,11.53,63.92
544,51548B,34.7,2.23,28.02,10.55,-2.1,12.65,73.08
545,197B,32.17,1.38,28.02,14.82,2.52,12.31,67.74
546,34100A,35.89,2.63,28.01,12.8,2.09,10.71,79.27
547,81988B,32.82,1.61,27.99,17.28,2.68,14.6,64.0
548,6008X,31.54,1.2,27.94,13.28,-0.09,13.36,58.59
549,210K,33.97,2.01,27.93,18.4,0.9,17.49,73.02
550,87867D,33.23,1.77,27.92,12.67,-0.32,12.99,73.78
551,9421W,32.57,1.55,27.92,13.04,1.52,11.53,68.81
552,3565X,32.77,1.62,27.91,17.81,-0.52,18.33,67.68
553,3796J,33.91,2.0,27.91,12.94,0.85,12.1,73.33
554,842T,31.96,1.35,27.91,15.0,0.38,14.62,62.71
555,59218B,34.16,2.09,27.9,18.37,1.84,16.53,68.42
556,9080C,33.06,1.72,27.89,13.88,-0.29,14.17,68.42
557,9039H,32.78,1.63,27.89,16.81,0.01,16.8,74.53
558,3017X,33.57,1.89,27.89,11.53,-1.87,13.4,69.67
559,1898A,32.94,1.68,27.89,13.96,2.83,11.14,66.89
560,20017B,33.85,1.99,27.89,10.17,-3.09,13.26,69.23
561,9784A,31.67,1.27,27.87,12.38,1.91,10.48,66.92
562,75503H,32.49,1.54,27.86,12.38,-1.62,14.0,65.38
563,71811N,33.61,1.92,27.86,11.92,-2.0,13.92,70.0
564,4886W,33.57,1.9,27.85,13.53,-0.83,14.36,77.5
565,63600E,33.39,1.85,27.85,10.74,-0.91,11.65,65.91
566,89250X,32.15,1.43,27.85,15.98,-1.98,17.96,67.29
567,8889B,31.94,1.37,27.85,13.39,-1.79,15.18,67.86
568,84443F,33.22,1.79,27.84,12.2,-1.24,13.45,73.21
569,1104S,32.47,1.55,27.84,14.55,-0.51,15.07,57.89
570,42368B,33.08,1.75,27.82,10.21,-1.55,11.76,72.47
571,30207A,33.07,1.75,27.82,13.19,-0.73,13.92,66.67
572,2140C,32.7,1.63,27.82,10.87,1.74,9.13,61.9
573,29712C,32.21,1.47,27.81,14.12,0.98,13.13,63.54
574,8448G,33.42,1.87,27.81,12.79,0.4,12.39,66.67
575,1308B,33.04,1.75,27.8,13.05,-0.96,14.01,65.38
576,1696X,34.67,2.29,27.79,11.98,0.56,11.41,75.47
577,29760E,33.45,1.89,27.78,10.72,-2.0,12.73,70.0
578,7700R,32.21,1.48,27.78,14.57,0.81,13.76,58.51
579,10702S,33.1,1.78,27.77,11.9,-0.31,12.2,66.23
580,2360A,34.42,2.22,27.77,13.42,-1.38,14.8,79.81
581,1831E,32.48,1.57,27.77,10.42,2.54,7.88,65.38
582,91416X,32.41,1.55,27.76,15.61,-0.27,15.88,73.71
583,3743C,31.77,1.34,27.75,13.25,-0.17,13.42,60.18
584,1197Z,32.4,1.55,27.74,10.17,-1.0,11.17,64.14
585,71610A,32.72,1.66,27.74,7.15,-3.19,10.34,76.62
586,2676A,33.21,1.83,27.73,15.53,0.53,15.01,69.83
587,77717F,32.34,1.54,27.73,13.58,-0.49,14.06,64.29
588,1267V,32.32,1.53,27.72,13.88,-0.15,14.03,61.18
589,3796H,32.98,1.76,27.72,12.35,1.34,11.0,67.28
590,3796K,33.61,1.97,27.71,14.21,0.44,13.77,71.88
591,22023A,34.29,2.2,27.7,13.18,-1.91,15.09,72.03
592,1028J,32.12,1.47,27.7,10.27,-2.61,12.88,76.64
593,77788P,32.5,1.6,27.69,16.73,-1.16,17.89,70.24
594,62629P,32.44,1.59,27.68,10.3,-1.84,12.14,63.86
595,16868C,32.61,1.64,27.68,13.8,0.51,13.29,58.9
596,1089F,32.68,1.67,27.66,9.47,-0.69,10.16,68.06
597,6356N,32.45,1.6,27.66,10.1,-3.87,13.97,74.09
598,16756A,32.92,1.75,27.65,13.72,-1.85,15.58,75.3
599,77787B,32.39,1.58,27.65,17.17,-1.47,18.63,63.46
600,45224A,33.43,1.93,27.64,13.11,-0.78,13.9,69.84
601,96021A,35.42,2.6,27.64,16.09,-1.59,17.68,84.88
602,355Y,31.82,1.4,27.63,11.77,2.0,9.77,66.53
603,507B,32.8,1.73,27.62,13.1,-0.02,13.12,70.69
604,11017X,34.63,2.34,27.62,13.99,-0.77,14.76,70.93
605,603B,31.59,1.33,27.62,9.3,0.23,9.07,68.37
606,29651F,33.76,2.05,27.61,13.6,-2.52,16.12,74.14
607,1779X,31.56,1.32,27.61,15.2,-1.56,16.76,63.31
608,45784B,32.04,1.48,27.61,6.32,1.89,4.43,61.84
609,7996D,32.95,1.79,27.59,16.57,-1.14,17.71,68.25
610,663A,32.27,1.56,27.59,12.29,1.83,10.46,64.13
611,7405K,32.3,1.57,27.58,15.33,0.59,14.74,63.75
612,3004A,32.51,1.64,27.58,12.29,2.87,9.42,66.29
613,56788W,32.46,1.63,27.57,20.86,-0.85,21.71,62.34
614,415J,34.86,2.43,27.57,10.67,-0.28,10.95,70.27
615,2442A,33.47,1.97,27.55,15.69,0.72,14.97,71.55
616,98725B,32.24,1.56,27.55,15.12,-1.18,16.3,61.67
617,2072C,31.25,1.23,27.55,13.46,0.42,13.04,64.9
618,2918C,32.19,1.55,27.55,13.24,-0.05,13.29,68.4
619,39Z,32.96,1.81,27.54,12.64,-0.3,12.94,68.18
620,31218W,33.08,1.85,27.52,15.87,-1.84,17.71,64.75
621,1233J,32.18,1.55,27.52,13.95,-0.67,14.62,68.37
622,9144G,33.87,2.12,27.51,11.22,0.16,11.06,71.15
623,10102Y,31.71,1.4,27.5,14.22,-1.45,15.67,63.75
624,4813A,32.79,1.76,27.5,15.09,-1.17,16.26,69.18
625,7110H,32.64,1.71,27.49,12.31,0.22,12.09,63.01
626,99371B,32.84,1.78,27.49,11.51,-2.99,14.5,64.91
627,29088C,34.0,2.17,27.49,17.8,-0.29,18.08,66.22
628,5968A,35.02,2.51,27.48,10.39,-1.03,11.42,75.0
629,6210H,32.22,1.58,27.48,16.02,-3.24,19.27,62.63
630,8787E,33.83,2.12,27.48,12.07,2.71,9.36,79.17
631,8838D,32.38,1.64,27.48,13.03,-0.21,13.25,63.01
632,16099D,31.93,1.49,27.47,11.81,0.98,10.83,57.45
633,99009A,31.43,1.32,27.47,13.52,-1.71,15.22,60.71
634,19190T,33.02,1.85,27.46,10.49,-1.44,11.93,73.91
635,19697W,31.93,1.49,27.46,12.14,-2.12,14.26,60.61
636,28666C,33.34,1.96,27.45,15.28,3.02,12.26,65.74
637,77275B,32.51,1.69,27.45,13.7,0.33,13.36,61.39
638,29039A,34.1,2.22,27.44,16.42,-0.71,17.13,64.86
639,82855Z,33.27,1.94,27.44,15.07,-1.95,17.02,66.39
640,1898R,32.61,1.73,27.43,12.23,-1.91,14.14,65.67
641,4265G,33.1,1.89,27.43,14.45,-0.11,14.56,66.07
642,252H,32.35,1.64,27.42,15.92,-1.29,17.21,63.95
643,23880C,32.31,1.64,27.4,12.26,-0.69,12.95,70.39
644,48953C,32.36,1.65,27.4,9.91,-2.54,12.45,76.79
645,5150E,31.6,1.4,27.39,12.84,-0.11,12.95,69.83
646,4253Z,32.52,1.71,27.39,14.13,-1.04,15.17,65.75
647,15352A,32.41,1.67,27.39,13.19,-0.12,13.31,72.89
648,7865B,32.78,1.8,27.38,9.41,-1.79,11.2,75.61
649,95070C,31.89,1.51,27.37,11.42,2.29,9.13,64.36
650,68561H,32.66,1.76,27.37,8.35,-0.04,8.39,61.29
651,2142R,32.23,1.62,27.37,14.66,-2.04,16.7,76.17
652,8838E,32.29,1.64,27.37,13.13,0.9,12.23,63.82
653,3223C,32.14,1.59,27.36,11.33,1.47,9.86,58.14
654,3515X,31.97,1.54,27.36,14.71,-0.16,14.87,68.33
655,1233H,31.73,1.46,27.35,14.08,1.03,13.05,59.14
656,95070A,31.98,1.55,27.32,13.79,-1.04,14.83,70.35
657,2025D,32.98,1.89,27.31,15.56,0.3,15.26,76.06
658,1228S,31.69,1.46,27.31,16.27,0.93,15.33,64.71
659,76316J,32.77,1.82,27.3,13.39,-1.77,15.16,67.36
660,8341A,32.17,1.62,27.29,10.0,-0.44,10.44,69.23
661,13212E,34.42,2.37,27.29,11.81,0.61,11.21,73.47
662,3018A,31.17,1.29,27.29,17.01,-0.08,17.08,65.31
663,18908H,33.11,1.94,27.28,9.99,-3.94,13.93,66.98
664,2053X,33.5,2.08,27.27,15.54,-4.69,20.23,75.47
665,62880D,32.32,1.68,27.27,12.58,0.11,12.47,66.48
666,369A,33.64,2.12,27.26,20.69,-0.93,21.62,70.51
667,36620H,32.82,1.85,27.26,13.01,-0.89,13.9,72.79
668,1233E,31.6,1.45,27.25,14.09,-0.62,14.72,64.29
669,338A,31.26,1.34,27.24,11.89,1.51,10.38,62.77
670,61568A,31.0,1.26,27.23,10.62,1.53,9.09,60.48
671,884A,32.12,1.63,27.23,16.3,1.43,14.88,58.72
672,857V,33.84,2.2,27.23,20.45,-0.26,20.71,67.14
673,17814Y,32.8,1.86,27.23,11.9,-0.02,11.92,66.9
674,10478S,32.26,1.68,27.22,10.34,-1.45,11.79,62.5
675,1575W,31.46,1.41,27.22,11.61,2.66,8.95,63.98
676,81342V,37.22,3.33,27.22,13.91,1.67,12.24,86.96
677,58676R,32.09,1.63,27.2,15.13,0.4,14.73,64.29
678,17901A,34.23,2.34,27.2,18.86,2.1,16.77,66.67
679,7870X,33.35,2.05,27.19,15.18,-1.05,16.23,66.3
680,1516X,32.46,1.76,27.19,14.19,-2.61,16.8,67.97
681,67002E,32.89,1.9,27.19,14.37,-0.85,15.22,70.54
682,3264X,31.86,1.56,27.18,16.3,-1.32,17.61,68.82
683,2566C,31.87,1.56,27.18,17.44,-0.78,18.22,63.98
684,16329E,31.76,1.53,27.17,10.92,-1.43,12.35,64.88
685,14153M,34.14,2.32,27.17,8.44,-0.1,8.54,70.51
686,1460G,32.71,1.85,27.17,11.17,-1.05,12.22,74.0
687,97673X,32.55,1.8,27.16,6.35,-0.03,6.39,67.69
688,3160X,34.75,2.54,27.14,13.08,-0.37,13.45,72.5
689,154D,33.45,2.11,27.13,16.32,-0.77,17.1,79.41
690,1028B,31.82,1.57,27.12,15.72,0.94,14.78,67.82
691,2567P,31.32,1.4,27.12,10.46,0.63,9.83,59.91
692,393W,31.99,1.62,27.11,11.19,0.33,10.86,64.94
693,10X,32.41,1.77,27.11,14.28,1.84,12.43,62.86
694,10930D,32.03,1.64,27.09,12.3,-0.67,12.97,62.18
695,91708A,33.83,2.25,27.08,12.73,-2.09,14.82,73.64
696,1115B,31.3,1.41,27.08,11.91,-1.04,12.95,61.86
697,62629K,32.01,1.66,27.03,9.2,2.2,7.0,63.37
698,76936A,31.82,1.6,27.03,10.63,-2.08,12.71,68.9
699,13176A,34.88,2.62,27.03,13.3,-2.8,16.09,71.67
700,4082X,31.75,1.58,27.02,15.89,-1.18,17.07,66.88
701,43440X,32.22,1.73,27.02,14.85,-0.1,14.95,65.58
702,99751E,31.95,1.65,27.0,9.92,2.52,7.41,65.13
703,69960H,33.1,2.04,26.99,14.62,1.25,13.37,59.26
704,7447G,31.92,1.65,26.99,12.92,-1.26,14.19,61.49
705,1138B,33.19,2.07,26.98,16.52,2.36,14.16,72.45
706,1281X,31.68,1.57,26.98,16.31,-0.55,16.87,60.34
707,54001Z,33.65,2.22,26.98,18.44,3.01,15.43,68.48
708,676D,33.61,2.21,26.98,12.3,-1.46,13.76,75.0
709,20203Z,31.8,1.61,26.98,16.14,-1.7,17.84,69.1
710,7890A,34.22,2.41,26.98,19.15,2.17,16.98,74.36
711,8076X,34.05,2.36,26.96,18.67,-3.25,21.92,70.83
712,2567A,31.32,1.45,26.96,9.08,-0.06,9.14,65.42
713,6645A,32.33,1.79,26.95,11.93,-3.08,15.01,69.86
714,621A,32.74,1.93,26.94,12.04,-0.28,12.32,68.85
715,36830B,32.36,1.81,26.94,12.39,-0.71,13.11,60.48
716,18190D,32.18,1.75,26.93,17.72,1.64,16.07,63.71
717,18204G,32.35,1.81,26.93,9.2,-2.28,11.48,72.06
718,1082J,31.59,1.56,26.92,12.94,-1.07,14.01,54.82
719,2150A,32.4,1.83,26.92,16.1,-0.16,16.26,66.42
720,19697Z,31.36,1.48,26.92,12.59,-1.76,14.35,61.43
721,72801P,32.25,1.78,26.92,9.71,-2.32,12.03,73.57
722,9924X,34.3,2.46,26.92,16.43,1.93,14.51,72.22
723,11124W,31.39,1.49,26.91,14.58,-1.2,15.79,61.76
724,82855T,32.62,1.9,26.91,13.44,-2.0,15.45,64.41
725,90736A,37.09,3.39,26.91,15.15,0.65,14.5,80.95
726,1075C,32.13,1.74,26.9,12.72,1.07,11.64,66.23
727,89250Z,31.16,1.42,26.9,14.05,-1.18,15.23,62.95
728,3685D,31.18,1.43,26.89,14.53,-0.37,14.91,66.52
729,54009A,33.12,2.08,26.89,19.4,-0.39,19.79,65.57
730,1474X,31.34,1.49,26.88,13.85,-3.08,16.94,70.45
731,7983F,32.35,1.82,26.88,12.12,-1.92,14.05,70.95
732,2144A,33.06,2.06,26.88,11.74,-0.61,12.35,71.0
733,355X,31.69,1.61,26.87,12.35,-1.62,13.97,61.45
734,6277C,32.29,1.8,26.87,13.9,0.37,13.53,70.15
735,53863H,32.39,1.84,26.87,16.18,0.67,15.51,68.67
736,88847A,32.86,2.0,26.87,8.81,0.06,8.75,66.95
737,20811W,32.5,1.88,26.87,17.76,1.0,16.75,62.9
738,4828P,35.8,2.98,26.86,16.09,-0.17,16.26,84.15
739,3142C,32.26,1.8,26.85,9.89,2.22,7.67,62.84
740,24658A,32.19,1.78,26.84,12.8,-1.19,13.99,62.84
741,29760A,32.8,1.98,26.84,14.56,-1.96,16.52,75.38
742,99999P,33.16,2.11,26.84,16.38,2.21,14.17,73.73
743,4112D,32.35,1.84,26.84,13.17,-0.45,13.63,59.84
744,91976A,31.93,1.7,26.82,15.65,-1.2,16.84,70.99
745,119X,31.33,1.5,26.82,13.22,0.73,12.49,64.89
746,106A,32.0,1.73,26.82,12.14,0.24,11.9,63.04
747,49959P,32.32,1.84,26.82,7.75,-2.03,9.78,72.3
748,20080X,31.68,1.62,26.81,15.28,-2.76,18.04,66.67
749,17924A,32.61,1.94,26.79,14.72,0.87,13.85,70.0
750,9144A,33.05,2.09,26.79,15.18,-2.96,18.14,71.15
751,7225G,34.48,2.57,26.78,14.87,-2.17,17.04,77.55
752,49759A,32.65,1.96,26.78,13.91,-0.63,14.55,70.0
753,51548A,34.06,2.43,26.78,7.79,-3.5,11.29,74.49
754,78792E,31.86,1.7,26.77,14.59,-0.94,15.53,71.26
755,11811A,30.85,1.36,26.77,12.35,-0.99,13.34,63.18
756,64411B,32.67,1.97,26.77,15.53,-1.16,16.68,65.22
757,839A,31.36,1.53,26.77,14.17,0.35,13.81,57.02
758,18000K,31.46,1.57,26.76,11.43,-2.97,14.41,74.76
759,2854Z,32.7,1.98,26.75,9.56,0.6,8.96,67.35
760,15797A,31.3,1.52,26.75,11.98,0.87,11.12,60.34
761,81988D,31.14,1.46,26.75,15.69,2.83,12.86,60.44
762,654X,32.29,1.85,26.74,14.49,-1.63,16.11,65.67
763,53F,32.42,1.89,26.74,12.34,-0.96,13.3,68.49
764,22324B,37.23,3.5,26.73,8.3,-0.88,9.18,75.0
765,321A,32.81,2.03,26.73,13.59,2.8,10.79,72.73
766,15801E,32.31,1.86,26.73,11.14,-1.75,12.89,64.41
767,72116W,31.9,1.73,26.72,8.1,-2.61,10.71,72.15
768,242S,30.9,1.39,26.71,14.44,2.34,12.1,59.8
769,293T,31.77,1.69,26.71,12.02,-2.15,14.17,70.71
770,8223Z,31.5,1.6,26.71,19.48,0.6,18.88,63.85
771,1091A,32.66,1.98,26.71,14.1,2.49,11.6,67.86
772,1511X,33.51,2.27,26.7,13.25,0.75,12.5,60.47
773,654A,32.73,2.01,26.7,10.37,2.04,8.33,70.69
774,1764C,32.52,1.94,26.7,14.5,-1.3,15.8,79.61
775,3221Z,32.25,1.85,26.69,15.61,-1.67,17.28,69.23
776,2941E,32.94,2.08,26.68,16.93,2.51,14.42,66.0
777,30597C,32.08,1.8,26.68,13.81,1.26,12.55,73.85
778,1140X,31.53,1.62,26.68,12.01,-0.69,12.69,58.11
779,1233C,31.4,1.57,26.67,10.46,-0.12,10.59,62.79
780,8448X,31.59,1.64,26.67,14.83,-0.14,14.97,66.09
781,9447V,32.64,1.99,26.66,8.3,-3.39,11.7,66.07
782,20850T,30.51,1.28,26.66,8.04,1.48,6.56,55.08
783,5150D,31.08,1.48,26.66,12.42,1.06,11.35,66.52
784,81218D,32.26,1.87,26.66,11.21,0.13,11.08,66.43
785,15442B,32.55,1.97,26.64,15.69,-0.37,16.06,56.6
786,2011G,31.3,1.55,26.64,13.66,1.87,11.79,54.55
787,1575X,31.16,1.51,26.64,10.6,1.63,8.97,64.81
788,7422X,31.82,1.73,26.63,7.89,-4.37,12.26,65.57
789,7899G,33.11,2.16,26.61,10.47,2.04,8.43,71.74
790,231N,32.36,1.92,26.6,11.19,1.36,9.83,66.18
791,197E,30.96,1.45,26.6,13.66,0.46,13.21,60.94
792,90606W,32.31,1.9,26.6,16.59,-0.51,17.1,65.22
793,333R,32.05,1.81,26.6,15.56,0.91,14.65,68.94
794,99319A,30.72,1.37,26.6,12.91,0.85,12.06,58.18
795,11017Y,35.09,2.84,26.58,10.2,-1.32,11.52,73.53
796,76502A,31.46,1.63,26.58,9.56,-1.96,11.52,60.98
797,15486E,31.94,1.79,26.58,12.37,0.4,11.97,66.67
798,6978W,31.51,1.64,26.57,9.0,1.58,7.42,49.31
799,33418X,31.97,1.8,26.57,12.07,-0.74,12.82,61.11
800,929S,31.53,1.65,26.57,13.27,-0.26,13.53,56.76
801,27508F,31.57,1.67,26.57,9.26,-1.23,10.48,62.82
802,48649A,36.52,3.32,26.56,8.74,-4.25,12.99,80.43
803,1281C,31.86,1.77,26.55,15.14,1.27,13.87,61.72
804,45434H,30.74,1.4,26.55,14.41,-0.96,15.37,60.91
805,1764M,31.4,1.62,26.54,10.61,0.44,10.17,67.42
